trial,seed,n,core_size,target_solution,m_per_pair,missing_rate,label_noise,edge_estimator,reachability,K,tau,runtime_sec,topk_f1,topk_jaccard,topk_fpr,topk_fnr,topk_tp,auroc,auprc,brier,ece,score_gap,pred_core_size_topk
0,0,15,3,UC,5,0.0,0.02,missing_as_half,prob_or,2,0.035,0.003340375144034624,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9444444444444444,0.8055555555555556,0.1684471594945193,0.19852724256624915,0.6885846169414718,3.0
0,0,15,3,UC,5,0.0,0.02,missing_as_half,prob_or,14,0.035,0.0033906660974025726,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9444444444444444,0.8055555555555556,0.1684471594945193,0.19852724256624915,0.6885846169414718,3.0
0,0,15,3,UC,5,0.0,0.02,hard_majority,max_min,2,0.035,0.0032443751115351915,0.4933333333333333,0.36800000000000005,0.12666666666666665,0.5066666666666666,1.48,1.0,1.0,0.19999999999964266,0.20000000000075693,0.7499999999987992,3.0
0,0,15,3,UC,5,0.0,0.02,hard_majority,max_min,14,0.035,0.003259708872064948,0.4933333333333333,0.36800000000000005,0.12666666666666665,0.5066666666666666,1.48,1.0,1.0,0.19999999999964266,0.20000000000075693,0.7499999999987992,3.0
0,0,15,3,UC,5,0.0,0.02,hard_majority,prob_or,2,0.035,0.0031765832100063562,0.4933333333333333,0.36800000000000005,0.12666666666666665,0.5066666666666666,1.48,1.0,1.0,0.19999999999964266,0.20000000000075693,0.7499999999987992,3.0
0,0,15,3,UC,5,0.0,0.02,hard_majority,prob_or,14,0.035,0.0033232090063393116,0.4933333333333333,0.36800000000000005,0.12666666666666665,0.5066666666666666,1.48,1.0,1.0,0.19999999999964266,0.20000000000075693,0.7499999999987992,3.0
1,1,15,3,UC,5,0.0,0.02,posterior_edge,max_min,2,0.035,0.0033492499496787786,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.21074121447860267,0.33184456666334283,0.4381671025451396,3.0
1,1,15,3,UC,5,0.0,0.02,posterior_edge,max_min,14,0.035,0.003398665925487876,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.21074121447860267,0.33184456666334283,0.4381671025451396,3.0
1,1,15,3,UC,5,0.0,0.02,posterior_edge,prob_or,2,0.035,0.003343417076393962,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.21074121447860267,0.33184456666334283,0.4381671025451396,3.0
1,1,15,3,UC,5,0.0,0.02,posterior_edge,prob_or,14,0.035,0.0034599588252604008,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.21074121447860267,0.33184456666334283,0.4381671025451396,3.0
1,1,15,3,UC,5,0.0,0.02,weighted_mean,max_min,2,0.035,0.0032530829776078463,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.21130580483565378,0.3194803119569448,0.07739803633946707,3.0
1,1,15,3,UC,5,0.0,0.02,weighted_mean,max_min,14,0.035,0.003339249873533845,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.21130580483565378,0.3194803119569448,0.07739803633946707,3.0
1,1,15,3,UC,5,0.0,0.02,weighted_mean,prob_or,2,0.035,0.0032561251427978277,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.21130580483565378,0.3194803119569448,0.07739803633946707,3.0
1,1,15,3,UC,5,0.0,0.02,weighted_mean,prob_or,14,0.035,0.0033803749829530716,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.21130580483565378,0.3194803119569448,0.07739803633946707,3.0
1,1,15,3,UC,5,0.0,0.02,missing_as_half,max_min,2,0.035,0.003237833036109805,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.22508715992048856,0.26363323147017204,0.6195580113154027,3.0
1,1,15,3,UC,5,0.0,0.02,missing_as_half,max_min,14,0.035,0.0033100841101258993,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.22508715992048856,0.26363323147017204,0.6195580113154027,3.0
1,1,15,3,UC,5,0.0,0.02,missing_as_half,prob_or,2,0.035,0.0032400840427726507,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.22508715992048856,0.26363323147017204,0.6195580113154027,3.0
1,1,15,3,UC,5,0.0,0.02,missing_as_half,prob_or,14,0.035,0.0033569999504834414,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.22508715992048856,0.26363323147017204,0.6195580113154027,3.0
1,1,15,3,UC,5,0.0,0.02,hard_majority,max_min,2,0.035,0.0031482090707868338,0.44,0.30800000000000005,0.13999999999999999,0.5599999999999999,1.32,1.0,1.0,0.26666666666588734,0.26666666666748023,0.6666666666648693,3.0
1,1,15,3,UC,5,0.0,0.02,hard_majority,max_min,14,0.035,0.0032213330268859863,0.44,0.30800000000000005,0.13999999999999999,0.5599999999999999,1.32,1.0,1.0,0.26666666666588734,0.26666666666748023,0.6666666666648693,3.0
1,1,15,3,UC,5,0.0,0.02,hard_majority,prob_or,2,0.035,0.0031228750012815,0.44,0.30800000000000005,0.13999999999999999,0.5599999999999999,1.32,1.0,1.0,0.26666666666588734,0.26666666666748023,0.6666666666648693,3.0
1,1,15,3,UC,5,0.0,0.02,hard_majority,prob_or,14,0.035,0.003272916888818145,0.44,0.30800000000000005,0.13999999999999999,0.5599999999999999,1.32,1.0,1.0,0.26666666666588734,0.26666666666748023,0.6666666666648693,3.0
