trial,seed,trial_seed,n,core_size,target_solution,planted_core_size,m_per_pair,missing_rate,label_noise,margin_out,method,reachability,K,tau,runtime_sec,topk_f1,topk_jaccard,topk_fpr,topk_fnr,topk_tp,auroc,auprc,brier,ece,score_gap,pred_core_size_topk,edge_orientation_error_observed,posterior_samples,solution,mean_tc_score,mean_uc_score
1,1,18503620,15,3,UC,3,5,0.0,0.02,0.26,ste_plugin_uc,max_min,14,0.035,0.002408958040177822,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.027380904769618578,0.11291745018073993,0.1149419016792812,3.0,0.10476190476190476,,1.0,0.47179070357120867,0.6606622237714976
1,1,18503620,15,3,UC,3,5,0.0,0.02,0.26,hard_uc,na,14,0.035,0.0002577081322669983,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,,,,,
1,1,18503620,15,3,TC,3,5,0.0,0.02,0.26,hard_tc,na,14,0.035,0.0002957910764962435,0.24,0.15999999999999998,0.19,0.76,0.72,0.5,0.2,0.25,0.3,0.0,3.0,,,,,
1,1,18503620,15,3,UC,3,5,0.0,0.02,0.26,winrate,na,14,0.035,0.0001627081073820591,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9444444444444444,0.8055555555555556,0.2130612244897958,0.337142857142857,0.20833333333333331,3.0,,,,,
1,1,18503620,15,3,UC,3,5,0.0,0.02,0.26,btl,na,14,0.035,0.0018392920028418303,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9444444444444444,0.8055555555555556,0.21271277685299614,0.3400995062088167,1.1206677503407836,3.0,,,,,
1,1,18503620,15,3,UC,3,5,0.0,0.02,0.26,rank_centrality,na,14,0.035,0.00020508281886577606,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9722222222222222,0.9166666666666665,0.08760587942386729,0.18102760344449992,0.08463474864930648,3.0,,,,,
1,1,18503620,15,3,UC,3,5,0.0,0.02,0.26,hodge,na,14,0.035,0.0005619579460471869,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9444444444444444,0.8055555555555556,0.22981897865982182,0.3318520768768454,0.9564430285690599,3.0,,,,,
1,1,18503620,15,3,UC,3,5,0.0,0.02,0.26,copeland,na,14,0.035,4.5040855184197426e-05,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9583333333333334,0.8055555555555556,0.19351851851851853,0.3222222222222222,12.5,3.0,,,,,
2,0,18503820,15,3,UC,3,5,0.3,0.02,0.26,ste_posterior_edge_uc,max_min,14,0.035,0.00892095803283155,0.76,0.64,0.05999999999999999,0.23999999999999996,2.28,0.9583333333333334,0.75,0.319212962962963,0.42222222222222233,0.2833333333333332,3.0,,40.0,1.0,,
2,0,18503820,15,3,UC,3,5,0.3,0.02,0.26,ste_plugin_uc,max_min,14,0.035,0.0023429999127984047,0.33333333333333337,0.20000000000000004,0.16666666666666669,0.6666666666666667,1.0,0.7777777777777779,0.5873015873015872,0.35973955711052913,0.40209955281540677,0.053118425539881664,3.0,0.17333333333333334,,1.0,0.4780195934096607,0.7138191179743145
2,0,18503820,15,3,UC,3,5,0.3,0.02,0.26,hard_uc,na,14,0.035,0.00019012507982552052,0.29333333333333333,0.2,0.17666666666666664,0.7066666666666666,0.88,0.7083333333333333,0.3,0.4666666666666667,0.4666666666666666,0.41666666666666663,3.0,,,,,
2,0,18503820,15,3,TC,3,5,0.3,0.02,0.26,hard_tc,na,14,0.035,0.00026216707192361355,0.21333333333333332,0.136,0.19666666666666666,0.7866666666666666,0.64,0.5,0.2,0.25,0.3,0.0,3.0,,,,,
2,0,18503820,15,3,UC,3,5,0.3,0.02,0.26,winrate,na,14,0.035,0.00011733314022421837,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.24997106481481468,0.3624999999999999,0.14632936507936511,3.0,,,,,
2,0,18503820,15,3,UC,3,5,0.3,0.02,0.26,btl,na,14,0.035,0.001333415973931551,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.2510156742010908,0.3807249805727935,1.1519906829570647,3.0,,,,,
2,0,18503820,15,3,UC,3,5,0.3,0.02,0.26,rank_centrality,na,14,0.035,0.0002324169036000967,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.09742027426622059,0.24882632741387486,0.08052562729500495,3.0,,,,,
2,0,18503820,15,3,UC,3,5,0.3,0.02,0.26,hodge,na,14,0.035,0.0005834999028593302,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9722222222222222,0.9166666666666665,0.24369417192774115,0.3689329696571795,1.0120671657353297,3.0,,,,,
2,0,18503820,15,3,UC,3,5,0.3,0.02,0.26,copeland,na,14,0.035,3.558304160833359e-05,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9583333333333334,0.8666666666666667,0.19965986394557822,0.30000000000000004,7.916666666666666,3.0,,,,,
3,1,18503920,15,3,UC,3,5,0.3,0.02,0.26,ste_posterior_edge_uc,max_min,14,0.035,0.009057417046278715,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9444444444444445,0.6944444444444444,0.3674337058952444,0.4735042735042735,0.34583333333333344,3.0,,40.0,1.0,,
3,1,18503920,15,3,UC,3,5,0.3,0.02,0.26,ste_plugin_uc,max_min,14,0.035,0.002376625081524253,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.8055555555555556,0.6666666666666666,0.42807134604429725,0.5267151619965098,0.06720789356102674,3.0,0.1927710843373494,,1.0,0.4410868886279374,0.696890971746966
3,1,18503920,15,3,UC,3,5,0.3,0.02,0.26,hard_uc,na,14,0.035,0.00020825001411139965,0.27999999999999997,0.18,0.18,0.72,0.84,0.75,0.3333333333333333,0.4,0.4,0.5,3.0,,,,,
3,1,18503920,15,3,TC,3,5,0.3,0.02,0.26,hard_tc,na,14,0.035,0.0002566669136285782,0.2,0.128,0.2,0.8,0.6,0.5416666666666667,0.21428571428571427,0.7333333333333333,0.7333333333333333,0.08333333333333337,3.0,,,,,
3,1,18503920,15,3,UC,3,5,0.3,0.02,0.26,winrate,na,14,0.035,0.00012895790860056877,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.25905420991926165,0.4098039215686274,0.18105158730158727,3.0,,,,,
3,1,18503920,15,3,UC,3,5,0.3,0.02,0.26,btl,na,14,0.035,0.0014473330229520798,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.2697043697405206,0.4053353192476348,1.0836647210555208,3.0,,,,,
3,1,18503920,15,3,UC,3,5,0.3,0.02,0.26,rank_centrality,na,14,0.035,0.00024437508545815945,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.09859091137625425,0.25029766747254883,0.0794372128394237,3.0,,,,,
3,1,18503920,15,3,UC,3,5,0.3,0.02,0.26,hodge,na,14,0.035,0.0006041249725967646,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9722222222222222,0.9166666666666665,0.26707581516207085,0.38376130063955416,0.9257218895913516,3.0,,,,,
3,1,18503920,15,3,UC,3,5,0.3,0.02,0.26,copeland,na,14,0.035,3.8250116631388664e-05,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.26333333333333336,0.42000000000000004,8.75,3.0,,,,,
4,0,18504520,15,3,UC,3,15,0.0,0.02,0.26,ste_posterior_edge_uc,max_min,14,0.035,0.009097833884879947,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.01911357340720221,0.10175438596491228,0.7479166666666668,3.0,,40.0,1.0,,
4,0,18504520,15,3,UC,3,15,0.0,0.02,0.26,ste_plugin_uc,max_min,14,0.035,0.0023819170892238617,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.03831625623772742,0.17512220804438666,0.4081290880525586,3.0,0.10476190476190476,,1.0,0.571571789766821,0.4602425124957443
4,0,18504520,15,3,UC,3,15,0.0,0.02,0.26,hard_uc,na,14,0.035,0.0002535001840442419,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,,,,,
4,0,18504520,15,3,TC,3,15,0.0,0.02,0.26,hard_tc,na,14,0.035,0.0002783751115202904,0.10666666666666666,0.068,0.22333333333333333,0.8933333333333333,0.32,0.5416666666666667,0.21428571428571427,0.7333333333333333,0.7333333333333333,0.08333333333333337,3.0,,,,,
4,0,18504520,15,3,UC,3,15,0.0,0.02,0.26,winrate,na,14,0.035,0.00015525007620453835,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.22230429875859242,0.3555555555555556,0.2418154761904761,3.0,,,,,
4,0,18504520,15,3,UC,3,15,0.0,0.02,0.26,btl,na,14,0.035,0.0017752910498529673,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.22704245259187486,0.36413269876093923,1.1600779903454577,3.0,,,,,
4,0,18504520,15,3,UC,3,15,0.0,0.02,0.26,rank_centrality,na,14,0.035,0.00020391703583300114,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.06886069277047766,0.2024670975097886,0.09153730823179929,3.0,,,,,
4,0,18504520,15,3,UC,3,15,0.0,0.02,0.26,hodge,na,14,0.035,0.0005363330710679293,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9166666666666667,0.7555555555555555,0.24682817227272438,0.35739524209980245,1.0482365294468041,3.0,,,,,
4,0,18504520,15,3,UC,3,15,0.0,0.02,0.26,copeland,na,14,0.035,4.470907151699066e-05,0.8,0.7,0.04999999999999999,0.19999999999999996,2.4,0.9861111111111112,0.9166666666666665,0.21222879684418147,0.3487179487179487,12.5,3.0,,,,,
5,1,18504620,15,3,UC,3,15,0.0,0.02,0.26,ste_posterior_edge_uc,max_min,14,0.035,0.009092207998037338,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.01565096952908587,0.08596491228070176,0.7291666666666666,3.0,,40.0,1.0,,
5,1,18504620,15,3,UC,3,15,0.0,0.02,0.26,ste_plugin_uc,max_min,14,0.035,0.0023680839221924543,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.04516904298189791,0.19308179746380308,0.35285309938474485,3.0,0.0761904761904762,,1.0,0.5556572396687367,0.4537393906351999
5,1,18504620,15,3,UC,3,15,0.0,0.02,0.26,hard_uc,na,14,0.035,0.0002501250710338354,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,,,,,
5,1,18504620,15,3,TC,3,15,0.0,0.02,0.26,hard_tc,na,14,0.035,0.0002700409386307001,0.26666666666666666,0.176,0.18333333333333332,0.7333333333333333,0.8,0.5833333333333333,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.16666666666666663,3.0,,,,,
5,1,18504620,15,3,UC,3,15,0.0,0.02,0.26,winrate,na,14,0.035,0.00015220791101455688,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9722222222222222,0.9166666666666665,0.2098572062547314,0.34867256637168137,0.26227678571428564,3.0,,,,,
5,1,18504620,15,3,UC,3,15,0.0,0.02,0.26,btl,na,14,0.035,0.0018517081625759602,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9722222222222222,0.9166666666666665,0.21212981125047692,0.35531536711170864,1.2834368979243171,3.0,,,,,
5,1,18504620,15,3,UC,3,15,0.0,0.02,0.26,rank_centrality,na,14,0.035,0.0002181660383939743,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.061503433395653416,0.14397377929519556,0.10224902030821925,3.0,,,,,
5,1,18504620,15,3,UC,3,15,0.0,0.02,0.26,hodge,na,14,0.035,0.0005621251184493303,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9444444444444444,0.8055555555555556,0.23200491430613496,0.3494935670796532,1.1749479986321854,3.0,,,,,
5,1,18504620,15,3,UC,3,15,0.0,0.02,0.26,copeland,na,14,0.035,4.6208035200834274e-05,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.19881656804733724,0.3487179487179487,14.166666666666668,3.0,,,,,
6,0,18504820,15,3,UC,3,15,0.3,0.02,0.26,ste_posterior_edge_uc,max_min,14,0.035,0.009183457819744945,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.14012345679012347,0.2518518518518519,0.5125,3.0,,40.0,1.0,,
6,0,18504820,15,3,UC,3,15,0.3,0.02,0.26,ste_plugin_uc,max_min,14,0.035,0.002417291048914194,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.07444185641200556,0.10988314365510668,0.48252953533621007,3.0,0.08108108108108109,,1.0,0.06906849860197957,0.5632152856356776
6,0,18504820,15,3,UC,3,15,0.3,0.02,0.26,hard_uc,na,14,0.035,0.00019958289340138435,0.6533333333333333,0.512,0.08666666666666666,0.3466666666666666,1.96,0.9166666666666667,0.6,0.13333333333333333,0.13333333333333333,0.8333333333333334,3.0,,,,,
6,0,18504820,15,3,TC,3,15,0.3,0.02,0.26,hard_tc,na,14,0.035,0.00018099998123943806,0.18666666666666665,0.12,0.2033333333333333,0.8133333333333332,0.56,0.5,0.2,0.25,0.3,0.0,3.0,,,,,
6,0,18504820,15,3,UC,3,15,0.3,0.02,0.26,winrate,na,14,0.035,0.000125042162835598,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9444444444444444,0.8666666666666667,0.2052768263766043,0.31820040899795493,0.18694196428571425,3.0,,,,,
6,0,18504820,15,3,UC,3,15,0.3,0.02,0.26,btl,na,14,0.035,0.0016742078587412834,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9722222222222222,0.9166666666666665,0.2040047462478182,0.30336246404507755,1.183313630491324,3.0,,,,,
6,0,18504820,15,3,UC,3,15,0.3,0.02,0.26,rank_centrality,na,14,0.035,0.0004165410064160824,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.07395199376588286,0.15155984064548506,0.09228824972198063,3.0,,,,,
6,0,18504820,15,3,UC,3,15,0.3,0.02,0.26,hodge,na,14,0.035,0.0006237919442355633,0.33333333333333337,0.20000000000000004,0.16666666666666669,0.6666666666666667,1.0,0.888888888888889,0.7,0.2445885965453373,0.3412901848368216,1.0430832524600264,3.0,,,,,
6,0,18504820,15,3,UC,3,15,0.3,0.02,0.26,copeland,na,14,0.035,3.587501123547554e-05,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9722222222222222,0.9166666666666665,0.13030990173847315,0.24761904761904763,11.25,3.0,,,,,
7,1,18504920,15,3,UC,3,15,0.3,0.02,0.26,ste_posterior_edge_uc,max_min,14,0.035,0.00906279101036489,0.33333333333333337,0.20000000000000004,0.16666666666666669,0.6666666666666667,1.0,0.875,0.5333333333333333,0.2678062678062678,0.36581196581196584,0.4208333333333334,3.0,,40.0,1.0,,
7,1,18504920,15,3,UC,3,15,0.3,0.02,0.26,ste_plugin_uc,max_min,14,0.035,0.0023600831627845764,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.12426220122979302,0.18986625501165183,0.37766013676213883,3.0,0.09333333333333334,,1.0,0.28155937589114427,0.5805562545406976
7,1,18504920,15,3,UC,3,15,0.3,0.02,0.26,hard_uc,na,14,0.035,0.00019479217007756233,0.4666666666666666,0.33199999999999996,0.13333333333333333,0.5333333333333333,1.4,0.875,0.5,0.2,0.2,0.75,3.0,,,,,
7,1,18504920,15,3,TC,3,15,0.3,0.02,0.26,hard_tc,na,14,0.035,0.000179041875526309,0.43999999999999995,0.296,0.14,0.56,1.32,0.6666666666666666,0.4666666666666667,0.13333333333333333,0.13333333333333333,0.3333333333333333,3.0,,,,,
7,1,18504920,15,3,UC,3,15,0.3,0.02,0.26,winrate,na,14,0.035,0.00011895783245563507,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.888888888888889,0.5888888888888889,0.24875388998465922,0.38324786324786325,0.13950892857142855,3.0,,,,,
7,1,18504920,15,3,UC,3,15,0.3,0.02,0.26,btl,na,14,0.035,0.0014901249669492245,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9166666666666666,0.6388888888888888,0.2579958779017421,0.39212292350211897,1.0359802111517737,3.0,,,,,
7,1,18504920,15,3,UC,3,15,0.3,0.02,0.26,rank_centrality,na,14,0.035,0.0003408328630030155,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9166666666666666,0.6388888888888888,0.13780221634271106,0.2707232199175274,0.07296785734730307,3.0,,,,,
7,1,18504920,15,3,UC,3,15,0.3,0.02,0.26,hodge,na,14,0.035,0.0006045838817954063,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.888888888888889,0.5888888888888889,0.27912656937033026,0.384731500101125,0.9736173507645862,3.0,,,,,
7,1,18504920,15,3,UC,3,15,0.3,0.02,0.26,copeland,na,14,0.035,3.4542055800557137e-05,0.6666666666666667,0.5,0.08333333333333334,0.33333333333333337,2.0,0.9166666666666666,0.5888888888888889,0.23915050784856878,0.34736842105263155,8.333333333333334,3.0,,,,,
