seed,n,core_size,m_per_pair,missing_rate,observed,true_abs_margin,empirical_abs_margin,comparison_count
0,15,3,10,0.1,True,0.27820455461169835,0.36363636363636365,10
0,15,3,10,0.1,True,0.2783444392898883,0.2727272727272727,10
0,15,3,10,0.1,True,0.25668547367817196,0.36363636363636365,10
0,15,3,10,0.1,True,0.3728919393430481,0.09090909090909088,10
0,15,3,10,0.1,True,0.18539797757224863,0.2727272727272727,10
0,15,3,10,0.1,True,0.295032106379686,0.2727272727272727,10
0,15,3,10,0.1,True,0.26441759719437474,0.2727272727272727,10
0,15,3,10,0.1,True,0.08703404089751776,0.18181818181818182,10
0,15,3,10,0.1,True,0.17627338934777237,0.09090909090909088,10
0,15,3,10,0.1,True,0.3409681772356372,0.2727272727272727,10
0,15,3,10,0.1,False,0.07999999999999996,,0
0,15,3,10,0.1,True,0.25599076381157426,0.2727272727272727,10
0,15,3,10,0.1,True,0.4373483760706528,0.36363636363636365,10
0,15,3,10,0.1,True,0.1390504079406537,0.0,10
0,15,3,10,0.1,True,0.2766848266351648,0.18181818181818182,10
0,15,3,10,0.1,False,0.32850326198874147,,0
0,15,3,10,0.1,True,0.26675467800460373,0.2727272727272727,10
0,15,3,10,0.1,True,0.07999999999999996,0.09090909090909088,10
0,15,3,10,0.1,True,0.3887932298178344,0.18181818181818177,10
0,15,3,10,0.1,True,0.1891077145487592,0.0,10
0,15,3,10,0.1,True,0.3941849986561571,0.36363636363636365,10
0,15,3,10,0.1,True,0.2721321406195294,0.36363636363636365,10
0,15,3,10,0.1,True,0.25591434909343,0.36363636363636365,10
0,15,3,10,0.1,False,0.3198585264967533,,0
0,15,3,10,0.1,True,0.42013191682090545,0.36363636363636365,10
0,15,3,10,0.1,False,0.15180710681174137,,0
0,15,3,10,0.1,False,0.37096457447584563,,0
0,15,3,10,0.1,True,0.24515196611399492,0.45454545454545453,10
0,15,3,10,0.1,True,0.23180730579175413,0.18181818181818177,10
0,15,3,10,0.1,True,0.14995265334820918,0.09090909090909094,10
0,15,3,10,0.1,True,0.07999999999999996,0.09090909090909094,10
0,15,3,10,0.1,False,0.31865008303383613,,0
0,15,3,10,0.1,True,0.07999999999999996,0.18181818181818177,10
0,15,3,10,0.1,True,0.2730937105079807,0.09090909090909094,10
0,15,3,10,0.1,True,0.2497104820141185,0.36363636363636365,10
0,15,3,10,0.1,True,0.27167785284127766,0.2727272727272727,10
0,15,3,10,0.1,True,0.27437407915033163,0.18181818181818177,10
0,15,3,10,0.1,True,0.272046787179814,0.0,10
0,15,3,10,0.1,True,0.09507375289830422,0.18181818181818182,10
0,15,3,10,0.1,True,0.2881369596034806,0.36363636363636365,10
0,15,3,10,0.1,True,0.12326196235923303,0.09090909090909094,10
0,15,3,10,0.1,False,0.18548728327438346,,0
0,15,3,10,0.1,False,0.21682191183044963,,0
0,15,3,10,0.1,True,0.20855930802892741,0.18181818181818177,10
0,15,3,10,0.1,True,0.09727532065294453,0.2727272727272727,10
0,15,3,10,0.1,True,0.3602236395603452,0.2727272727272727,10
0,15,3,10,0.1,True,0.13056150155954171,0.36363636363636365,10
0,15,3,10,0.1,True,0.28287881634549283,0.18181818181818182,10
1,15,3,10,0.1,True,0.2690444596028292,0.18181818181818182,10
1,15,3,10,0.1,True,0.23557983290324347,0.2727272727272727,10
1,15,3,10,0.1,True,0.2542459142355913,0.18181818181818177,10
1,15,3,10,0.1,True,0.1393028449125342,0.09090909090909088,10
1,15,3,10,0.1,False,0.34676356922518736,,0
1,15,3,10,0.1,True,0.2477822228356351,0.36363636363636365,10
1,15,3,10,0.1,True,0.36939990437790327,0.2727272727272727,10
1,15,3,10,0.1,True,0.20169466468695463,0.45454545454545453,10
1,15,3,10,0.1,True,0.2606544856067169,0.2727272727272727,10
1,15,3,10,0.1,True,0.14739767537188697,0.18181818181818177,10
1,15,3,10,0.1,True,0.07999999999999996,0.2727272727272727,10
1,15,3,10,0.1,True,0.07999999999999996,0.09090909090909088,10
1,15,3,10,0.1,True,0.19525314696058493,0.18181818181818177,10
1,15,3,10,0.1,True,0.30166044451106244,0.2727272727272727,10
1,15,3,10,0.1,True,0.25381157644728836,0.18181818181818177,10
1,15,3,10,0.1,False,0.2512059495936001,,0
1,15,3,10,0.1,True,0.2791015559673584,0.18181818181818177,10
1,15,3,10,0.1,False,0.2591129757787002,,0
1,15,3,10,0.1,True,0.21999999999999997,0.2727272727272727,10
1,15,3,10,0.1,True,0.2741049555222733,0.09090909090909094,10
1,15,3,10,0.1,True,0.24178362922673502,0.2727272727272727,10
1,15,3,10,0.1,True,0.21999999999999997,0.18181818181818182,10
1,15,3,10,0.1,True,0.2532502330279264,0.18181818181818177,10
1,15,3,10,0.1,True,0.2576360202753806,0.36363636363636365,10
1,15,3,10,0.1,True,0.2677715938178672,0.18181818181818177,10
1,15,3,10,0.1,True,0.2793786909054351,0.0,10
1,15,3,10,0.1,True,0.2508116289934891,0.09090909090909094,10
1,15,3,10,0.1,True,0.3951543387453086,0.4545454545454546,10
1,15,3,10,0.1,False,0.11082469830041408,,0
1,15,3,10,0.1,True,0.16514774680399624,0.2727272727272727,10
1,15,3,10,0.1,False,0.27110284258572215,,0
1,15,3,10,0.1,True,0.2052746847901602,0.2727272727272727,10
1,15,3,10,0.1,True,0.07999999999999996,0.09090909090909094,10
1,15,3,10,0.1,True,0.24091147253219647,0.0,10
1,15,3,10,0.1,True,0.3362709292499352,0.0,10
1,15,3,10,0.1,True,0.2814384036322246,0.2727272727272727,10
1,15,3,10,0.1,True,0.17893603325810714,0.18181818181818182,10
1,15,3,10,0.1,True,0.36388202883646714,0.2727272727272727,10
1,15,3,10,0.1,True,0.09232494321547635,0.09090909090909088,10
1,15,3,10,0.1,True,0.3447136226223343,0.45454545454545453,10
1,15,3,10,0.1,True,0.4443190792969747,0.45454545454545453,10
1,15,3,10,0.1,False,0.2560727231384101,,0
1,15,3,10,0.1,True,0.45333848731386217,0.45454545454545453,10
1,15,3,10,0.1,True,0.3783361919975693,0.2727272727272727,10
1,15,3,10,0.1,True,0.24316396492589143,0.18181818181818182,10
1,15,3,10,0.1,False,0.12568917531701984,,0
1,15,3,10,0.1,True,0.20483689606361521,0.2727272727272727,10
1,15,3,10,0.1,True,0.3014879658569163,0.36363636363636365,10
1,15,3,10,0.1,True,0.07999999999999996,0.18181818181818182,10
1,15,3,10,0.1,True,0.425400424625743,0.45454545454545453,10
1,15,3,10,0.1,True,0.2571467814702383,0.36363636363636365,10
1,15,3,10,0.1,True,0.24389622675068234,0.18181818181818182,10
1,15,3,10,0.1,False,0.2897341491768337,,0
1,15,3,10,0.1,True,0.07999999999999996,0.09090909090909088,10
1,15,3,10,0.1,True,0.2651100389231902,0.36363636363636365,10
1,15,3,10,0.1,True,0.26494051540916685,0.2727272727272727,10
1,15,3,10,0.1,True,0.19493391488082035,0.36363636363636365,10
1,15,3,10,0.1,True,0.07999999999999996,0.0,10
1,15,3,10,0.1,True,0.3017287283220893,0.36363636363636365,10
1,15,3,10,0.1,False,0.19516213617917755,,0
1,15,3,10,0.1,False,0.26011915599557855,,0
1,15,3,10,0.1,True,0.07999999999999996,0.09090909090909088,10
1,15,3,10,0.1,True,0.20141785522421674,0.09090909090909088,10
1,15,3,10,0.1,True,0.2500082639472656,0.18181818181818182,10
1,15,3,10,0.1,True,0.4102800687647178,0.4545454545454546,10
1,15,3,10,0.1,True,0.37657496282656977,0.36363636363636365,10
1,15,3,10,0.1,True,0.30771122659390804,0.2727272727272727,10
1,15,3,10,0.1,True,0.4265071790076278,0.4545454545454546,10
1,15,3,10,0.1,True,0.07999999999999996,0.18181818181818177,10
1,15,3,10,0.1,True,0.27572406006299177,0.4545454545454546,10
1,15,3,10,0.1,True,0.2647029556838937,0.0,10
1,15,3,10,0.1,True,0.21999999999999997,0.2727272727272727,10
1,15,3,10,0.1,True,0.2482382645557527,0.2727272727272727,10
1,15,3,10,0.1,False,0.2681380451431211,,0
1,15,3,10,0.1,True,0.25318599432284117,0.09090909090909094,10
1,15,3,10,0.1,True,0.24359329573441202,0.0,10
1,15,3,10,0.1,False,0.25024105409384945,,0
1,15,3,10,0.1,True,0.2389045066930623,0.09090909090909094,10
1,15,3,10,0.1,True,0.2519079842116805,0.2727272727272727,10
1,15,3,10,0.1,True,0.42437166056067765,0.4545454545454546,10
1,15,3,10,0.1,True,0.3953517574795946,0.09090909090909094,10
1,15,3,10,0.1,True,0.3349922639724985,0.2727272727272727,10
1,15,3,10,0.1,True,0.4382230755441604,0.2727272727272727,10
1,15,3,10,0.1,True,0.12221457086520005,0.0,10
1,15,3,10,0.1,True,0.26750770901298093,0.18181818181818182,10
1,15,3,10,0.1,True,0.31199119043117773,0.36363636363636365,10
1,15,3,10,0.1,True,0.25144418994384354,0.2727272727272727,10
1,15,3,10,0.1,True,0.14133143193657005,0.09090909090909088,10
1,15,3,10,0.1,True,0.3429277501753638,0.36363636363636365,10
1,15,3,10,0.1,True,0.13212032799974394,0.18181818181818182,10
1,15,3,10,0.1,True,0.25411399384992295,0.2727272727272727,10
1,15,3,10,0.1,True,0.24426681492967817,0.18181818181818177,10
1,15,3,10,0.1,True,0.2453380279551174,0.09090909090909094,10
1,15,3,10,0.1,True,0.2761074383915514,0.2727272727272727,10
1,15,3,10,0.1,False,0.24056067335453002,,0
1,15,3,10,0.1,True,0.08823437184085159,0.09090909090909088,10
1,15,3,10,0.1,True,0.2072060703810762,0.2727272727272727,10
1,15,3,10,0.1,True,0.07999999999999996,0.18181818181818177,10
1,15,3,10,0.1,True,0.38125037888094193,0.45454545454545453,10
1,15,3,10,0.1,True,0.1283586694184745,0.09090909090909088,10
1,15,3,10,0.1,True,0.13965010496584962,0.09090909090909094,10
1,15,3,10,0.1,True,0.3385736478534177,0.36363636363636365,10
1,15,3,10,0.1,True,0.2500778880589487,0.18181818181818177,10
1,15,3,10,0.1,True,0.2544468639829307,0.18181818181818182,10
1,15,3,10,0.1,True,0.4021636034291243,0.09090909090909088,10
